0, 0, 5437, 2, fb
1, 0, 5437, 2, ff
2, 0, 5437, 2, be
3, 0, 5437, 2, f7
4, 0, 5437, 2, ff
5, 0, 5437, 2, ff
6, 0, 5437, 2, 6f
7, 0, 5437, 2, 6f
8, 0, 5437, 2, ff
9, 0, 5437, 2, ee
10, 0, 5437, 2, ff
11, 0, 5437, 2, ff
12, 0, 5437, 2, fe
13, 0, 5437, 2, f7
14, 0, 5437, 2, ff
15, 0, 5437, 2, ff
16, 0, 5437, 2, ff
17, 0, 5437, 2, fe
18, 0, 5437, 2, ee
19, 0, 5437, 2, db
20, 0, 5437, 2, be
21, 0, 5437, 2, fb
22, 0, 5437, 2, fb
23, 0, 5437, 2, ff
24, 0, 5437, 2, ef
25, 0, 5437, 2, ff
26, 0, 5437, 2, df
27, 0, 5437, 2, 7f
28, 0, 5437, 2, f7
29, 0, 5437, 2, ff
30, 0, 5437, 2, ff
31, 0, 5437, 2, ff
32, 0, 5437, 2, fb
33, 0, 5437, 2, ff
34, 0, 5437, 2, be
35, 0, 5437, 2, f7
36, 0, 5437, 2, ff
37, 0, 5437, 2, ff
38, 0, 5437, 2, 6f
39, 0, 5437, 2, 6f
40, 0, 5437, 2, ab
41, 0, 5437, 2, f7
42, 0, 5437, 2, 7b
43, 0, 5437, 2, 2e
44, 0, 5437, 2, f7
45, 0, 5437, 2, df
46, 0, 5437, 2, fe
47, 0, 5437, 2, af
48, 0, 5437, 2, ff
49, 0, 5437, 2, fe
50, 0, 5437, 2, bf
51, 0, 5437, 2, ff
52, 0, 5437, 2, fd
53, 0, 5437, 2, ff
54, 0, 5437, 2, 91
55, 0, 5437, 2, bf
56, 0, 5437, 2, ff
57, 0, 5437, 2, ef
58, 0, 5437, 2, ff
59, 0, 5437, 2, ff
60, 0, 5437, 2, fd
61, 0, 5437, 2, f3
62, 0, 5437, 2, df
63, 0, 5437, 2, ff
0, 8, 5437, 2, ff
1, 8, 5437, 2, ee
2, 8, 5437, 2, ff
3, 8, 5437, 2, ff
4, 8, 5437, 2, fe
5, 8, 5437, 2, f7
6, 8, 5437, 2, ff
7, 8, 5437, 2, ff
8, 8, 5437, 2, ff
9, 8, 5437, 2, ff
10, 8, 5437, 2, ee
11, 8, 5437, 2, db
12, 8, 5437, 2, be
13, 8, 5437, 2, fb
14, 8, 5437, 2, fb
15, 8, 5437, 2, ff
16, 8, 5437, 2, ef
17, 8, 5437, 2, ff
18, 8, 5437, 2, df
19, 8, 5437, 2, 7f
20, 8, 5437, 2, f7
21, 8, 5437, 2, ff
22, 8, 5437, 2, ff
23, 8, 5437, 2, ff
24, 8, 5437, 2, fb
25, 8, 5437, 2, ff
26, 8, 5437, 2, be
27, 8, 5437, 2, f7
28, 8, 5437, 2, ff
29, 8, 5437, 2, ff
30, 8, 5437, 2, 6f
31, 8, 5437, 2, 6f
32, 8, 5437, 2, ab
33, 8, 5437, 2, f7
34, 8, 5437, 2, 7b
35, 8, 5437, 2, 6e
36, 8, 5437, 2, f7
37, 8, 5437, 2, df
38, 8, 5437, 2, fe
39, 8, 5437, 2, bf
40, 8, 5437, 2, ff
41, 8, 5437, 2, fe
42, 8, 5437, 2, bf
43, 8, 5437, 2, ff
44, 8, 5437, 2, fd
45, 8, 5437, 2, ff
46, 8, 5437, 2, 91
47, 8, 5437, 2, bf
48, 8, 5437, 2, ff
49, 8, 5437, 2, ff
50, 8, 5437, 2, ff
51, 8, 5437, 2, ff
52, 8, 5437, 2, fd
53, 8, 5437, 2, f3
54, 8, 5437, 2, df
55, 8, 5437, 2, df
56, 8, 5437, 2, dd
57, 8, 5437, 2, ff
58, 8, 5437, 2, ff
59, 8, 5437, 2, bf
60, 8, 5437, 2, 7f
61, 8, 5437, 2, ff
62, 8, 5437, 2, fd
63, 8, 5437, 2, f3
0, 16, 5437, 2, fb
1, 16, 5437, 2, ff
2, 16, 5437, 2, be
3, 16, 5437, 2, f7
4, 16, 5437, 2, ff
5, 16, 5437, 2, ff
6, 16, 5437, 2, 6f
7, 16, 5437, 2, 6f
8, 16, 5437, 2, f7
9, 16, 5437, 2, ee
10, 16, 5437, 2, ff
11, 16, 5437, 2, ff
12, 16, 5437, 2, fe
13, 16, 5437, 2, f7
14, 16, 5437, 2, ff
15, 16, 5437, 2, ff
16, 16, 5437, 2, ff
17, 16, 5437, 2, ff
18, 16, 5437, 2, ee
19, 16, 5437, 2, db
20, 16, 5437, 2, be
21, 16, 5437, 2, fb
22, 16, 5437, 2, fb
23, 16, 5437, 2, ff
24, 16, 5437, 2, ef
25, 16, 5437, 2, ff
26, 16, 5437, 2, df
27, 16, 5437, 2, 7f
28, 16, 5437, 2, f7
29, 16, 5437, 2, ff
30, 16, 5437, 2, ff
31, 16, 5437, 2, ff
32, 16, 5437, 2, fb
33, 16, 5437, 2, ff
34, 16, 5437, 2, be
35, 16, 5437, 2, f7
36, 16, 5437, 2, ff
37, 16, 5437, 2, ff
38, 16, 5437, 2, 6f
39, 16, 5437, 2, 6f
40, 16, 5437, 2, ab
41, 16, 5437, 2, f7
42, 16, 5437, 2, 7b
43, 16, 5437, 2, 2e
44, 16, 5437, 2, ff
45, 16, 5437, 2, df
46, 16, 5437, 2, fe
47, 16, 5437, 2, bf
48, 16, 5437, 2, ff
49, 16, 5437, 2, fe
50, 16, 5437, 2, bf
51, 16, 5437, 2, ff
52, 16, 5437, 2, fd
53, 16, 5437, 2, ff
54, 16, 5437, 2, 91
55, 16, 5437, 2, bf
56, 16, 5437, 2, ff
57, 16, 5437, 2, ff
58, 16, 5437, 2, ff
59, 16, 5437, 2, ff
60, 16, 5437, 2, fd
61, 16, 5437, 2, f7
